"campagna","MedianWeight","MeanWeight","TemperatureC","DOmgL","pH","Year","Monthnumber","Week","Dayofmonth","Hour","SpConducibilitymicroScm","DOoutmgLTARGET","pHout","ConducibilitymicroScm","DOsat","DOlocal","SpConducibilitymicroScmOUT","Tagliag","Biomassakg","quantomangimekg","timestamped"
"3",239,255,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,6,176.33684640522856,11.6,7.54,137.2,112.9,112.9,173.2,310.29,12242,0,"2020.0_27.0_4.0_6.0"
"3",239,255,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,6,176.33684640522856,11.46,7.53,136.9,111.4,111.4,173.1,310.29,12242,0,"2020.0_27.0_4.0_6.0"
"3",239,255,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,6,176.33684640522856,11.46,7.53,136.9,111.4,111.4,173.1,310.29,12242,0,"2020.0_27.0_4.0_6.0"
"3",239,255,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,6,176.33684640522856,11.46,7.53,136.9,111.4,111.4,173.1,310.29,12242,0,"2020.0_27.0_4.0_6.0"
"3",239,255,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,6,176.33684640522856,11.5,7.53,136.7,111.6,111.6,173.1,310.29,12242,0,"2020.0_27.0_4.0_6.0"
"3",239,255,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,6,176.33684640522856,11.5,7.53,136.7,111.6,111.6,173.1,310.29,12242,0,"2020.0_27.0_4.0_6.0"
"3",239,255,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,6,176.33684640522856,11.5,7.53,136.7,111.6,111.6,173.1,310.29,12242,0,"2020.0_27.0_4.0_6.0"
"3",262,270.4210526315789,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,7,176.33684640522856,11.56,7.55,136.6,112,112,173.2,310.29,12242,0,"2020.0_27.0_4.0_7.0"
"3",262,270.4210526315789,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,7,176.33684640522856,11.56,7.55,136.6,112,112,173.2,310.29,12242,0,"2020.0_27.0_4.0_7.0"
"3",262,270.4210526315789,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,7,176.33684640522856,11.56,7.55,136.6,112,112,173.2,310.29,12242,0,"2020.0_27.0_4.0_7.0"
"3",262,270.4210526315789,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,7,176.33684640522856,11.82,7.57,136.3,114.4,114.4,173.1,310.29,12242,0,"2020.0_27.0_4.0_7.0"
"3",262,270.4210526315789,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,7,176.33684640522856,11.82,7.57,136.3,114.4,114.4,173.1,310.29,12242,0,"2020.0_27.0_4.0_7.0"
"3",262,270.4210526315789,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,7,176.33684640522856,11.82,7.57,136.3,114.4,114.4,173.1,310.29,12242,0,"2020.0_27.0_4.0_7.0"
"3",262,270.4210526315789,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,7,176.33684640522856,12.1,7.6,136.1,117,117,173,310.29,12242,0,"2020.0_27.0_4.0_7.0"
"3",262,270.4210526315789,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,7,176.33684640522856,12.1,7.6,136.1,117,117,173,310.29,12242,0,"2020.0_27.0_4.0_7.0"
"3",262,270.4210526315789,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,7,176.33684640522856,12.1,7.6,136.1,117,117,173,310.29,12242,0,"2020.0_27.0_4.0_7.0"
"3",281,275.9375,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,8,176.33684640522856,12.33,7.63,136,119.2,119.2,172.9,310.29,12242,0,"2020.0_27.0_4.0_8.0"
"3",281,275.9375,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,8,176.33684640522856,12.33,7.63,136,119.2,119.2,172.9,310.29,12242,0,"2020.0_27.0_4.0_8.0"
"3",281,275.9375,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,8,176.33684640522856,12.33,7.63,136,119.2,119.2,172.9,310.29,12242,0,"2020.0_27.0_4.0_8.0"
"3",281,275.9375,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,8,176.33684640522856,12.43,7.64,135.9,120.2,120.2,172.8,310.29,12242,0,"2020.0_27.0_4.0_8.0"
"3",281,275.9375,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,8,176.33684640522856,12.43,7.64,135.9,120.2,120.2,172.8,310.29,12242,0,"2020.0_27.0_4.0_8.0"
"3",281,275.9375,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,8,176.33684640522856,12.43,7.64,135.9,120.2,120.2,172.8,310.29,12242,0,"2020.0_27.0_4.0_8.0"
"3",281,275.9375,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,8,176.33684640522856,12.66,7.68,135.8,122.5,122.5,172.6,310.29,12242,0,"2020.0_27.0_4.0_8.0"
"3",281,275.9375,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,8,176.33684640522856,12.66,7.68,135.8,122.5,122.5,172.6,310.29,12242,0,"2020.0_27.0_4.0_8.0"
"3",281,275.9375,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,8,176.33684640522856,12.66,7.68,135.8,122.5,122.5,172.6,310.29,12242,0,"2020.0_27.0_4.0_8.0"
"3",309,295.6,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,9,176.33684640522856,12.71,7.69,136,123.1,123.1,172.5,310.29,12242,0,"2020.0_27.0_4.0_9.0"
"3",309,295.6,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,9,176.33684640522856,12.71,7.69,136,123.1,123.1,172.5,310.29,12242,0,"2020.0_27.0_4.0_9.0"
"3",309,295.6,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,9,176.33684640522856,12.71,7.69,136,123.1,123.1,172.5,310.29,12242,0,"2020.0_27.0_4.0_9.0"
"3",309,295.6,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,9,176.33684640522856,12.7,7.71,136.1,123.2,123.2,172.4,310.29,12242,0,"2020.0_27.0_4.0_9.0"
"3",309,295.6,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,9,176.33684640522856,12.7,7.71,136.1,123.2,123.2,172.4,310.29,12242,0,"2020.0_27.0_4.0_9.0"
"3",309,295.6,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,9,176.33684640522856,12.7,7.71,136.1,123.2,123.2,172.4,310.29,12242,0,"2020.0_27.0_4.0_9.0"
"3",309,295.6,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,9,176.33684640522856,12.7,7.72,136.3,123.5,123.5,172.2,310.29,12242,0,"2020.0_27.0_4.0_9.0"
"3",309,295.6,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,9,176.33684640522856,12.7,7.72,136.3,123.5,123.5,172.2,310.29,12242,0,"2020.0_27.0_4.0_9.0"
"3",309,295.6,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,9,176.33684640522856,12.7,7.72,136.3,123.5,123.5,172.2,310.29,12242,0,"2020.0_27.0_4.0_9.0"
"3",291,298.2452830188679,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,10,176.33684640522856,12.52,7.72,136.7,122.1,122.1,172.2,310.29,12242,0,"2020.0_27.0_4.0_10.0"
"3",291,298.2452830188679,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,10,176.33684640522856,12.52,7.72,136.7,122.1,122.1,172.2,310.29,12242,0,"2020.0_27.0_4.0_10.0"
"3",291,298.2452830188679,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,10,176.33684640522856,12.52,7.72,136.7,122.1,122.1,172.2,310.29,12242,0,"2020.0_27.0_4.0_10.0"
"3",291,298.2452830188679,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,10,176.33684640522856,12.58,7.74,137.1,123,123,172.2,310.29,12242,0,"2020.0_27.0_4.0_10.0"
"3",291,298.2452830188679,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,10,176.33684640522856,12.58,7.74,137.1,123,123,172.2,310.29,12242,0,"2020.0_27.0_4.0_10.0"
"3",291,298.2452830188679,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,10,176.33684640522856,12.58,7.74,137.1,123,123,172.2,310.29,12242,0,"2020.0_27.0_4.0_10.0"
"3",291,298.2452830188679,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,10,176.33684640522856,12.23,7.7,137.7,120.1,120.1,172.2,310.29,12242,0,"2020.0_27.0_4.0_10.0"
"3",291,298.2452830188679,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,10,176.33684640522856,12.23,7.7,137.7,120.1,120.1,172.2,310.29,12242,0,"2020.0_27.0_4.0_10.0"
"3",291,298.2452830188679,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,10,176.33684640522856,12.23,7.7,137.7,120.1,120.1,172.2,310.29,12242,0,"2020.0_27.0_4.0_10.0"
"3",282,306.6158536585364,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,11,176.33684640522856,11.52,7.62,138.6,113.6,113.6,172.5,310.29,12242,0,"2020.0_27.0_4.0_11.0"
"3",282,306.6158536585364,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,11,176.33684640522856,11.52,7.62,138.6,113.6,113.6,172.5,310.29,12242,0,"2020.0_27.0_4.0_11.0"
"3",282,306.6158536585364,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,11,176.33684640522856,11.52,7.62,138.6,113.6,113.6,172.5,310.29,12242,0,"2020.0_27.0_4.0_11.0"
"3",282,306.6158536585364,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,11,176.33684640522856,11.4,7.63,139.2,112.9,112.9,172.4,310.29,12242,0,"2020.0_27.0_4.0_11.0"
"3",282,306.6158536585364,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,11,176.33684640522856,11.4,7.63,139.2,112.9,112.9,172.4,310.29,12242,0,"2020.0_27.0_4.0_11.0"
"3",282,306.6158536585364,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,11,176.33684640522856,11.4,7.63,139.2,112.9,112.9,172.4,310.29,12242,0,"2020.0_27.0_4.0_11.0"
"3",282,306.6158536585364,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,11,176.33684640522856,11.58,7.65,139.9,115.2,115.2,172.4,310.29,12242,0,"2020.0_27.0_4.0_11.0"
"3",282,306.6158536585364,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,11,176.33684640522856,11.58,7.65,139.9,115.2,115.2,172.4,310.29,12242,0,"2020.0_27.0_4.0_11.0"
"3",282,306.6158536585364,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,11,176.33684640522856,11.58,7.65,139.9,115.2,115.2,172.4,310.29,12242,0,"2020.0_27.0_4.0_11.0"
"3",247,232,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,0,176.33684640522856,10.59,7.56,150.5,110.4,110.4,176.3,310.29,12188,0,"2020.0_27.0_5.0_0.0"
"3",247,232,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,0,176.33684640522856,10.59,7.56,150.5,110.4,110.4,176.3,310.29,12188,0,"2020.0_27.0_5.0_0.0"
"3",247,232,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,0,176.33684640522856,10.59,7.56,150.5,110.4,110.4,176.3,310.29,12188,0,"2020.0_27.0_5.0_0.0"
"3",247,232,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,0,176.33684640522856,10.61,7.55,150.1,110.4,110.4,176.3,310.29,12188,0,"2020.0_27.0_5.0_0.0"
"3",247,232,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,0,176.33684640522856,10.61,7.55,150.1,110.4,110.4,176.3,310.29,12188,0,"2020.0_27.0_5.0_0.0"
"3",247,232,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,0,176.33684640522856,10.61,7.55,150.1,110.4,110.4,176.3,310.29,12188,0,"2020.0_27.0_5.0_0.0"
"3",247,232,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,0,176.33684640522856,10.72,7.54,149.8,111.1,111.1,176.5,310.29,12188,0,"2020.0_27.0_5.0_0.0"
"3",247,232,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,0,176.33684640522856,10.72,7.54,149.8,111.1,111.1,176.5,310.29,12188,0,"2020.0_27.0_5.0_0.0"
"3",247,232,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,0,176.33684640522856,10.72,7.54,149.8,111.1,111.1,176.5,310.29,12188,0,"2020.0_27.0_5.0_0.0"
"3",109,109,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,1,176.33684640522856,10.75,7.54,149.3,111.2,111.2,176.4,310.29,12188,0,"2020.0_27.0_5.0_1.0"
"3",109,109,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,1,176.33684640522856,10.75,7.54,149.3,111.2,111.2,176.4,310.29,12188,0,"2020.0_27.0_5.0_1.0"
"3",109,109,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,1,176.33684640522856,10.75,7.54,149.3,111.2,111.2,176.4,310.29,12188,0,"2020.0_27.0_5.0_1.0"
"3",109,109,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,1,176.33684640522856,10.82,7.54,148.9,111.5,111.5,176.4,310.29,12188,0,"2020.0_27.0_5.0_1.0"
"3",109,109,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,1,176.33684640522856,10.82,7.54,148.9,111.5,111.5,176.4,310.29,12188,0,"2020.0_27.0_5.0_1.0"
"3",109,109,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,1,176.33684640522856,10.82,7.54,148.9,111.5,111.5,176.4,310.29,12188,0,"2020.0_27.0_5.0_1.0"
"3",109,109,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,1,176.33684640522856,11.01,7.54,148.2,113.2,113.2,176.2,310.29,12188,0,"2020.0_27.0_5.0_1.0"
"3",109,109,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,1,176.33684640522856,11.01,7.54,148.2,113.2,113.2,176.2,310.29,12188,0,"2020.0_27.0_5.0_1.0"
"3",109,109,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,1,176.33684640522856,11.01,7.54,148.2,113.2,113.2,176.2,310.29,12188,0,"2020.0_27.0_5.0_1.0"
"3",182,182,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,2,176.33684640522856,10.98,7.55,147.9,112.6,112.6,176.3,310.29,12188,0,"2020.0_27.0_5.0_2.0"
"3",182,182,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,2,176.33684640522856,10.98,7.55,147.9,112.6,112.6,176.3,310.29,12188,0,"2020.0_27.0_5.0_2.0"
"3",182,182,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,2,176.33684640522856,10.98,7.55,147.9,112.6,112.6,176.3,310.29,12188,0,"2020.0_27.0_5.0_2.0"
"3",182,182,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,2,176.33684640522856,11.04,7.55,147.5,112.9,112.9,176.3,310.29,12188,0,"2020.0_27.0_5.0_2.0"
"3",182,182,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,2,176.33684640522856,11.04,7.55,147.5,112.9,112.9,176.3,310.29,12188,0,"2020.0_27.0_5.0_2.0"
"3",182,182,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,2,176.33684640522856,11.04,7.55,147.5,112.9,112.9,176.3,310.29,12188,0,"2020.0_27.0_5.0_2.0"
"3",182,182,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,2,176.33684640522856,11,7.49,147.2,112.2,112.2,176.5,310.29,12188,0,"2020.0_27.0_5.0_2.0"
"3",182,182,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,2,176.33684640522856,11,7.49,147.2,112.2,112.2,176.5,310.29,12188,0,"2020.0_27.0_5.0_2.0"
"3",182,182,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,2,176.33684640522856,11,7.49,147.2,112.2,112.2,176.5,310.29,12188,0,"2020.0_27.0_5.0_2.0"
"3",264,264,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,3,176.33684640522856,11.01,7.53,146.9,112.1,112.1,176.6,310.29,12188,0,"2020.0_27.0_5.0_3.0"
"3",264,264,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,3,176.33684640522856,11.01,7.53,146.9,112.1,112.1,176.6,310.29,12188,0,"2020.0_27.0_5.0_3.0"
"3",264,264,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,3,176.33684640522856,11.01,7.53,146.9,112.1,112.1,176.6,310.29,12188,0,"2020.0_27.0_5.0_3.0"
"3",264,264,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,3,176.33684640522856,11.11,7.54,146.5,112.7,112.7,176.7,310.29,12188,0,"2020.0_27.0_5.0_3.0"
"3",264,264,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,3,176.33684640522856,11.11,7.54,146.5,112.7,112.7,176.7,310.29,12188,0,"2020.0_27.0_5.0_3.0"
"3",264,264,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,3,176.33684640522856,11.11,7.54,146.5,112.7,112.7,176.7,310.29,12188,0,"2020.0_27.0_5.0_3.0"
"3",264,264,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,3,176.33684640522856,11.18,7.5,146.1,113.3,113.3,176.6,310.29,12188,0,"2020.0_27.0_5.0_3.0"
"3",264,264,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,3,176.33684640522856,11.18,7.5,146.1,113.3,113.3,176.6,310.29,12188,0,"2020.0_27.0_5.0_3.0"
"3",264,264,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,3,176.33684640522856,11.18,7.5,146.1,113.3,113.3,176.6,310.29,12188,0,"2020.0_27.0_5.0_3.0"
"3",194,194,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,5,176.33684640522856,11.35,7.55,144.6,113.9,113.9,176.6,310.29,12188,0,"2020.0_27.0_5.0_5.0"
"3",194,194,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,5,176.33684640522856,11.35,7.55,144.6,113.9,113.9,176.6,310.29,12188,0,"2020.0_27.0_5.0_5.0"
"3",194,194,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,5,176.33684640522856,11.35,7.55,144.6,113.9,113.9,176.6,310.29,12188,0,"2020.0_27.0_5.0_5.0"
"3",194,194,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,5,176.33684640522856,11.3,7.55,144.2,113.2,113.2,176.5,310.29,12188,0,"2020.0_27.0_5.0_5.0"
"3",194,194,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,5,176.33684640522856,11.3,7.55,144.2,113.2,113.2,176.5,310.29,12188,0,"2020.0_27.0_5.0_5.0"
"3",194,194,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,5,176.33684640522856,11.3,7.55,144.2,113.2,113.2,176.5,310.29,12188,0,"2020.0_27.0_5.0_5.0"
"3",194,194,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,5,176.33684640522856,11.29,7.51,143.8,112.9,112.9,176.2,310.29,12188,0,"2020.0_27.0_5.0_5.0"
"3",194,194,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,5,176.33684640522856,11.29,7.51,143.8,112.9,112.9,176.2,310.29,12188,0,"2020.0_27.0_5.0_5.0"
"3",194,194,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,5,176.33684640522856,11.29,7.51,143.8,112.9,112.9,176.2,310.29,12188,0,"2020.0_27.0_5.0_5.0"
"3",279,292.75000000000006,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,7,176.33684640522856,11.33,7.54,141.9,112.4,112.4,175.5,310.29,12188,0,"2020.0_27.0_5.0_7.0"
"3",279,292.75000000000006,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,7,176.33684640522856,11.33,7.54,141.9,112.4,112.4,175.5,310.29,12188,0,"2020.0_27.0_5.0_7.0"
"3",279,292.75000000000006,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,7,176.33684640522856,11.33,7.54,141.9,112.4,112.4,175.5,310.29,12188,0,"2020.0_27.0_5.0_7.0"
"3",279,292.75000000000006,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,7,176.33684640522856,11.53,7.56,141.6,114.2,114.2,175.2,310.29,12188,0,"2020.0_27.0_5.0_7.0"
"3",279,292.75000000000006,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,7,176.33684640522856,11.53,7.56,141.6,114.2,114.2,175.2,310.29,12188,0,"2020.0_27.0_5.0_7.0"
"3",279,292.75000000000006,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,7,176.33684640522856,11.53,7.56,141.6,114.2,114.2,175.2,310.29,12188,0,"2020.0_27.0_5.0_7.0"
"3",279,292.75000000000006,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,7,176.33684640522856,11.72,7.56,141.3,116,116,175.1,310.29,12188,0,"2020.0_27.0_5.0_7.0"
"3",279,292.75000000000006,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,7,176.33684640522856,11.72,7.56,141.3,116,116,175.1,310.29,12188,0,"2020.0_27.0_5.0_7.0"
"3",279,292.75000000000006,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,7,176.33684640522856,11.72,7.56,141.3,116,116,175.1,310.29,12188,0,"2020.0_27.0_5.0_7.0"
"3",238,227.09523809523813,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,8,176.33684640522856,11.88,7.6,141.2,117.5,117.5,175.1,310.29,12188,0,"2020.0_27.0_5.0_8.0"
"3",238,227.09523809523813,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,8,176.33684640522856,11.88,7.6,141.2,117.5,117.5,175.1,310.29,12188,0,"2020.0_27.0_5.0_8.0"
"3",238,227.09523809523813,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,8,176.33684640522856,11.88,7.6,141.2,117.5,117.5,175.1,310.29,12188,0,"2020.0_27.0_5.0_8.0"
"3",238,227.09523809523813,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,8,176.33684640522856,12.13,7.62,141.1,120,120,175.1,310.29,12188,0,"2020.0_27.0_5.0_8.0"
"3",238,227.09523809523813,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,8,176.33684640522856,12.13,7.62,141.1,120,120,175.1,310.29,12188,0,"2020.0_27.0_5.0_8.0"
"3",238,227.09523809523813,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,8,176.33684640522856,12.13,7.62,141.1,120,120,175.1,310.29,12188,0,"2020.0_27.0_5.0_8.0"
"3",238,227.09523809523813,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,8,176.33684640522856,12.39,7.64,141,122.5,122.5,174.9,310.29,12188,0,"2020.0_27.0_5.0_8.0"
"3",238,227.09523809523813,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,8,176.33684640522856,12.39,7.64,141,122.5,122.5,174.9,310.29,12188,0,"2020.0_27.0_5.0_8.0"
"3",238,227.09523809523813,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,8,176.33684640522856,12.39,7.64,141,122.5,122.5,174.9,310.29,12188,0,"2020.0_27.0_5.0_8.0"
"3",271.5,273.9166666666667,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,9,176.33684640522856,12.41,7.67,141.1,122.8,122.8,174.9,310.29,12188,0,"2020.0_27.0_5.0_9.0"
"3",271.5,273.9166666666667,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,9,176.33684640522856,12.41,7.67,141.1,122.8,122.8,174.9,310.29,12188,0,"2020.0_27.0_5.0_9.0"
"3",271.5,273.9166666666667,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,9,176.33684640522856,12.41,7.67,141.1,122.8,122.8,174.9,310.29,12188,0,"2020.0_27.0_5.0_9.0"
"3",271.5,273.9166666666667,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,9,176.33684640522856,12.33,7.68,141.3,122.2,122.2,175,310.29,12188,0,"2020.0_27.0_5.0_9.0"
"3",271.5,273.9166666666667,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,9,176.33684640522856,12.33,7.68,141.3,122.2,122.2,175,310.29,12188,0,"2020.0_27.0_5.0_9.0"
"3",271.5,273.9166666666667,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,9,176.33684640522856,12.33,7.68,141.3,122.2,122.2,175,310.29,12188,0,"2020.0_27.0_5.0_9.0"
"3",271.5,273.9166666666667,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,9,176.33684640522856,12.11,7.65,141.5,120.1,120.1,175,310.29,12188,0,"2020.0_27.0_5.0_9.0"
"3",271.5,273.9166666666667,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,9,176.33684640522856,12.11,7.65,141.5,120.1,120.1,175,310.29,12188,0,"2020.0_27.0_5.0_9.0"
"3",271.5,273.9166666666667,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,9,176.33684640522856,12.11,7.65,141.5,120.1,120.1,175,310.29,12188,0,"2020.0_27.0_5.0_9.0"
"3",288,282.8313253012048,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,10,176.33684640522856,12.27,7.7,141.8,121.9,121.9,175,310.29,12188,0,"2020.0_27.0_5.0_10.0"
"3",288,282.8313253012048,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,10,176.33684640522856,12.27,7.7,141.8,121.9,121.9,175,310.29,12188,0,"2020.0_27.0_5.0_10.0"
"3",288,282.8313253012048,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,10,176.33684640522856,12.27,7.7,141.8,121.9,121.9,175,310.29,12188,0,"2020.0_27.0_5.0_10.0"
"3",288,282.8313253012048,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,10,176.33684640522856,12.51,7.76,142,124.6,124.6,174.8,310.29,12188,0,"2020.0_27.0_5.0_10.0"
"3",288,282.8313253012048,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,10,176.33684640522856,12.51,7.76,142,124.6,124.6,174.8,310.29,12188,0,"2020.0_27.0_5.0_10.0"
"3",288,282.8313253012048,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,10,176.33684640522856,12.51,7.76,142,124.6,124.6,174.8,310.29,12188,0,"2020.0_27.0_5.0_10.0"
"3",288,282.8313253012048,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,10,176.33684640522856,12.88,7.81,142.3,128.8,128.8,174.4,310.29,12188,0,"2020.0_27.0_5.0_10.0"
"3",288,282.8313253012048,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,10,176.33684640522856,12.88,7.81,142.3,128.8,128.8,174.4,310.29,12188,0,"2020.0_27.0_5.0_10.0"
